"NEUROENDOCRINE CELL","EPITHELIAL CELL"
"NEUROENDOCRINE CELL","LUMINAL CELL"
"NEUROENDOCRINE CELL","FIBROBLAST"
"NEUROENDOCRINE CELL","MACROPHAGE"
"NEUROENDOCRINE CELL","MYELOID CELL"
"NEUROENDOCRINE CELL","B CELL"
"NEUROENDOCRINE CELL","NEURON"
"NEUROENDOCRINE CELL","BASAL CELL"
"NEUROENDOCRINE CELL","STEM CELL"
"NEUROENDOCRINE CELL","T CELL"
"NEUROENDOCRINE CELL","PROSTATE STEM CELL"
"NEUROENDOCRINE CELL","COLONY-FORMING CELL"
"NEUROENDOCRINE CELL","NEUTROPHIL"
"NEUROENDOCRINE CELL","ENDOTHELIAL CELL"
"NEUROENDOCRINE CELL","LNCAP CELL"
"NEUROENDOCRINE CELL","DENTATE GRANULE CELL"
"NEUROENDOCRINE CELL","SMOOTH MUSCLE CELL"
"NEUROENDOCRINE CELL","MESENCHYMAL CELL"
"NEUROENDOCRINE CELL","NATURAL KILLER CELL"
"NEUROENDOCRINE CELL","EARLY TRANSIT-AMPLIFYING PROSTATE EPITHELIAL CELL"
"NEUROENDOCRINE CELL","LATE TRANSIT-AMPLIFYING PROSTATE EPITHELIAL CELL"
"NEUROENDOCRINE CELL","CANCER-ASSOCIATED FIBROBLAST"
"LNCAP CELL","CANCER STEM CELL"
"LNCAP CELL","PROGENITOR CELL"
"LNCAP CELL","LUMINAL EPITHELIAL CELL"
"LNCAP CELL","PLASMA CELL"
"LNCAP CELL","CANCER CELL"
"LNCAP CELL","EPITHELIAL CELL"
"LNCAP CELL","LUMINAL CELL"
"LNCAP CELL","FIBROBLAST"
"LNCAP CELL","MACROPHAGE"
"LNCAP CELL","MYELOID CELL"
"LNCAP CELL","B CELL"
"LNCAP CELL","NEURON"
"LNCAP CELL","BASAL CELL"
"LNCAP CELL","STEM CELL"
"LNCAP CELL","T CELL"
"LNCAP CELL","PROSTATE STEM CELL"
"LNCAP CELL","COLONY-FORMING CELL"
"LNCAP CELL","NEUTROPHIL"
"LNCAP CELL","ENDOTHELIAL CELL"
"LNCAP CELL","NEUROENDOCRINE CELL"
"LNCAP CELL","DENTATE GRANULE CELL"
"LNCAP CELL","SMOOTH MUSCLE CELL"
